onset	duration	sample	value
0.99609375	0	255	33115
8.62890625	0	2209	33026
8.65234375	0	2215	33113
22.87890625	0	5857	33027
22.90234375	0	5863	33106
42.41015625	0	10857	33028
42.43359375	0	10863	33104
55.59765625	0	14233	33026
55.62109375	0	14239	33102
62.41015625	0	15977	33028
62.43359375	0	15983	33103
81.91015625	0	20969	33027
81.93359375	0	20975	33118
108.0976562	0	27673	33026
108.1210938	0	27679	33109
118.0976562	0	30233	33027
118.1210938	0	30239	33101
127.1289062	0	32545	33026
127.1523438	0	32551	33117
153.3789062	0	39265	33027
153.4023438	0	39271	33105
170.3789062	0	43617	33026
170.4023438	0	43623	33119
190.0351562	0	48649	33026
190.0585938	0	48655	33120
204.2851562	0	52297	33027
204.3085938	0	52303	33110
218.0976562	0	55833	33027
218.1210938	0	55839	33116
241.8476562	0	61913	33026
241.8710938	0	61919	33111
253.6914062	0	64945	33026
253.7148438	0	64951	33107
266.3789062	0	68193	33027
266.4023438	0	68199	33114
285.8476562	0	73177	33026
285.8710938	0	73183	33112
316.7851562	0	81097	33028
316.8085938	0	81103	33108
346.6601562	0	88745	33028
