onset	duration	sample	value
0.99609375	n/a	255	condition 1
207.0273438	n/a	52999	condition 1
207.1445312	n/a	53029	33057
274.5273438	n/a	70279	33027
274.5507812	n/a	70285	33058
346.1210938	n/a	88607	33026
346.1445312	n/a	88613	33059
407.3398438	n/a	104279	33026
